link,Attraction_Title,Segmento,Attration_rate,Attration_evaluation,Name_of_contributor,Tittle_of_Contribution,Rate_of_contribution,Date_of_contribution,Contribution,Numbers_of_fotos,Attration_Excellent,Attration_Very_good,Attration_Average,Attration_Poor,Attration_Terrible,Reviews_user,Origin_of_contributor,Contributor_activity,Date_of_visit,Helpful_to,Reviews_rating,Reviews_title,Reviews_body,Who_is_asking,Where_the_asker_is_from,Asker_activity,Question,Aswer,Answer_activity,Answer_orign,Answer,Length_of_review,Grupo
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barraca Carlitus,"-2.89040355,-41.64943345",8,Feita em 3 de fevereiro de 2017,1,5,Belas paisagens!,"Ótimo lugar para relaxar com a família, é pousada mas tem restaurante aberto ao público. Tudo muito bom, só peca no atendimento que as vezes demora um pouco que deve ser pela distância que ficam as mesas.",NA,NA,NA,NA,NA,NA,NA,NA,37,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Samara_1808,"-5.0937396,-42.74107815",246,Feita em 2 de fevereiro de 2017,2,4,Praia linda,"Praia linda e sossegada. Tem uma pousada chamada Vila Itaqui, bonita, com estacionamento para hóspedes e visitantes. Cedo, tem piscinas naturais com a maré baixa, ideal para crianças. Muito linda! Super limpa! Recomendo.",NA,NA,NA,NA,NA,NA,NA,NA,33,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marcela Bini,"-19.9027163,-43.96405015",37,Feita em 16 de janeiro de 2017,3,5,Lindo pôr-do-sol! Lagoas naturais na maré baixa.,"Excelente praia! Cheguei mais pro fim da tarde, pois o pôr-do-sol é realmente maravilhoso. É possível assistir descansando na lagoa natural rasa e quemtinha que se forma. Fiquei no Vila Itaqui, que logo em frente tem duas redes no meio dessa lagoa - uma delícia! Vale muito a pena. Excelente para os amantes de kitesurfe.",NA,NA,NA,NA,NA,NA,NA,NA,55,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oscar Luiz 🇧🇷,"-15.61440735,-56.041807",8197,Feita em 6 de novembro de 2016,2,4,Não deixe de conhecer!,"Um dos mais famosos por-do-sóis do litoral do Piauí (concorre com a Pedra do Sal).
Praia tranquila, pouco movimento, de mar também tranquilo, apesar de muitas algas.
Sim, forma aquelas ""piscininhas"" na maré baixa, mas quase todas dessa região formam também.
Fica bem próxima à Praia do Coqueiro e também é usada para a prática do Kite Surf (então prepare-se para o vento).
Não deixe de conhecer!",NA,NA,NA,NA,NA,NA,NA,NA,67,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fabiano T,NA,93,Feita em 3 de outubro de 2016,1,5,UMA DAS PRAIAS MAIS BONITAS DO PIAUÍ,"A praia de Itaqui, faz parte da praia dos coqueiros, pertencente a Luiz Correia.
Além de ser muito bonita é ideal para praticantes de Kite Surf.
Se você for visita-la, veja o documentário DELTA DO PARNAÍBA E LITORAL DO PIAUÍ
endereço YOUTUBE
clique Fabiano Tomaz",NA,NA,NA,NA,NA,NA,NA,NA,45,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neylyara R,"-5.0937396,-42.74107815",56,Feita em 27 de setembro de 2016,2,5,Melhor pôr do Sol em Luis Correia,"Lugar perfeito para ficar o final da tarde em Luis Correia, localizada no final da Praia do Coqueiro. Vila Itaqui abre o bar para quem não é hóspede. No final do dia os praticantes de Kite surf, geralmente vindos de Barra Grande ou mesmo os que praticam lá na praia, completam o show de belezura do pôr do sol. Em períodos mais movimentados colocam Djs na praia, com música em volume perfeito para conversar e curtir o espetáculo da natureza. Não sei passar em Luis Correia sem passar na Vila Itaqui. Não deixem de ir. Os preços do bar são médios, mas o custo benefício compensa.",NA,NA,NA,NA,NA,NA,NA,NA,106,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brunna B,"-5.0937396,-42.74107815",17,Feita em 26 de julho de 2016,0,5,Lindaaaaa!,"Praia linda,  pouco movimentada, forma ""piscininhas"", mas com muitas algas. Por-do-sol de tirar o fôlego.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wilson M,"-5.0937396,-42.74107815",24,Feita em 8 de junho de 2016,0,5,Perfeito,"Mais uma vez nessa praia paradisíaca....e digo logo.....voltarei em breve....e voltarei pra Vila Itaqui....lugar perfeito para ficar, música ambiente, pratos gourmet, atendimento de primeira qualidade....contato direto com a natureza",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thiagophb,"-2.93048835,-41.7306631",152,Feita em 1 de junho de 2016,0,5,Paraíso,"Umas das minhas preferidas da região. A praia é linda, tranquila, limpa e com uma bela pousada...vale muito a pena.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Barbara_11Melo,"-3.79331445,-38.51961525",49,Feita em 22 de maio de 2016,0,4,Paraiso,"Praia linda, extremamente calma...
Muito bom para crianças pequenas pois forma enormes piscinas.
Praticamente sem barracas e pouco movimentada",NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leydyanny M,"-6.8392544,-43.19935825",8,Feita em 14 de maio de 2016,0,5,Beleza Rara...,"Estive com minha família no feriado do carnaval e a praia simplesmente é o lugar lindo e maravilhoso para estar, muito limpa, água deliciosa, e o restaurante tem pratos deliciosos e acessível, também tem espaço para crianças brincarem, e até uma lojinha de moda praia, vale a pena.",NA,NA,NA,NA,NA,NA,NA,NA,48,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tekabrito,"-5.0937396,-42.74107815",32,Feita em 20 de abril de 2016,0,4,linda,"local lindo, aconchegante, comida diferenciada e deliciosa. Excelente para ir com família e crianças, pois é muito calmo.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NandaDias,"-22.895222,-47.03103455",80,Feita em 30 de março de 2016,0,5,Rota das Emoções 2016,"Conhecemos essa praia através do tour da empresa Clip com o guia Adriano. É uma praia de água esverdeada e tranquila, o dia estava chuvoso e ainda assim estava legal, o diferencial dela está na entrada pela pousada Itaqui que tem restaurante e bar aberto para visitantes não hóspedes, e tem um ótimo banheiro com música para nós limparmos da areia.",NA,NA,NA,NA,NA,NA,NA,NA,61,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,José F,NA,22,Feita em 25 de março de 2016,1,5,Fantástica,"Outra praia belíssima, de particular beleza. Aqui se pode passar um fim de semana com a família tranquilamente.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thais B,"-5.0937396,-42.74107815",10,Feita em 14 de março de 2016,0,5,Praia linda.,"Uma praia, que fica localizada depois da praia do coqueiro, proximo a barraca da praia. O seu por do SOL, é lindo.",NA,NA,NA,NA,NA,NA,NA,NA,22,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Francielle U,"-18.92207175,-48.2635649",57,Feita em 11 de janeiro de 2016,2,5,Sossego,"Pra quem procura sossego e beleza associados, a ´raia na Vila Itaqui é o lugar perfeito. Praia tranquila, bar com bom atendimento e deliciosos drinks. Além da grande piscina natural que se forma nesta praia, que é bem gostosa pra passar o dia.",NA,NA,NA,NA,NA,NA,NA,NA,43,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iracilda P,"-5.5194547,-47.47792525",147,Feita em 9 de janeiro de 2016,0,5,Praia top!,"Praia muito boa, bem estruturada, e, tem uma barraca de crepe com diferentes sabores, cada um mais delicioso que outro.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Paula P,"-5.5194547,-47.47792525",48,Feita em 7 de janeiro de 2016,0,5,Excelente,"O mar é perfeito pra banhar,só foi ruim,pois estava em época de algas,ai ficou muito ruim pra banhar.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J R,"-2.93048835,-41.7306631",3,Feita em 4 de janeiro de 2016,0,5,Otima praia,"Local de pratica de esportes aquaticos como kitesurf e standup, com belissima praia e otimo restaurante e pousada.",NA,NA,NA,NA,NA,NA,NA,NA,18,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,claudicruz,"-5.0937396,-42.74107815",105,Feita em 16 de setembro de 2015,0,5,ótimo,"Muito lindo o lugar, bem estruturado, atendimento ótimo e comida boa. ótima opção para fim de tarde.",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Recireno,"-15.7759057,-47.79711685",108,Feita em 11 de setembro de 2015,0,5,maravilhosa,"Lugar maravilhoso, o mar é muito bom para banho. Mas tem que ter cuidado com os katsurf que estao para todos os lados. o que torna a paisagem perfeita.",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ruthier de Sousa,"-15.7759057,-47.79711685",11,Feita em 25 de agosto de 2015,1,5,Bom atendimento e boa comida.,"A praia de Itaqui, além de ser muito bonita, (como todas naquele litoral) tem como base a Pousada Itaqui. Lá é possível comer comida de qualidade, com bom atendimento e ótima estrutura. Vale a pena com crianças por conta da pequena lagoa que se forma em frente às barracas.",NA,NA,NA,NA,NA,NA,NA,NA,49,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Igalcof,"-5.0937396,-42.74107815",65,Feita em 31 de julho de 2015,0,5,Calmo,"Praia calma, sem muito movimento de carros e pessoas. Fica próximo ao farol da Luis Correia, algumas piscinas naturais se formam perto das pedreiras. Ideal para família e casais.",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,setur t,"-5.0937396,-42.74107815",13,Feita em 8 de junho de 2015,1,5,Privilegiados,"Ótima praia pra banho, águas mornas e calmas pra pratica de esportes como caiaque,kitesurf,stand-up tem um morro por trás da Pousada chamado de Garras de tigre que dá pra ver um incrível por do sol",NA,NA,NA,NA,NA,NA,NA,NA,35,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sarita Furtado,"-3.79331445,-38.51961525",145,Feita em 5 de junho de 2015,2,5,Perfeita,"Praia muito boa, com mar calmo e águas quentes, não te faz querer sair. A barraca da Pousada Vila Itaqui, é o lugar para estar e comer bem !!! Bom atendimento com música de qualidade todo tempo!!! Me encantou !!",NA,NA,NA,NA,NA,NA,NA,NA,40,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tonkka,"-22.91413075,-43.44598205",214,Feita em 31 de março de 2015,0,5,Na maré baixa forma piscinas naturais,É muito legal esta praia que na maré baixa forma piscinas naturais e na alta lagoas de águas quentes e cristalinas,NA,NA,NA,NA,NA,NA,NA,NA,21,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Keyla M,"-2.93048835,-41.7306631",56,Feita em 2 de dezembro de 2014,0,5,Lugar muito lindo,"O lugar é perfeito pra curtir a natureza, pra namorar, pra se divertir com os filhos, vento, sol e mar.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FERNANDOJNCORREIA,"-5.0937396,-42.74107815",39,Feita em 12 de novembro de 2014,1,4,Agradável e silencioso,"Gostei muito da localização, pois é bem afastado das demais praias que são bem movimentadas. Atendimento excelente e ótima qualidade nos serviços prestados.",NA,NA,NA,NA,NA,NA,NA,NA,23,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustavo M,"-2.93048835,-41.7306631",161,Feita em 29 de outubro de 2014,0,5,Visual imperdível,"o visual do local é esplêndido, gera excelentes fotografias. Para fazer caminhadas, também é ótimo, pois tem um farol perto, quilômetros de praias desertas e uma pousada muito charmosa.",NA,NA,NA,NA,NA,NA,NA,NA,29,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Andressa Coelho,"-5.0937396,-42.74107815",196,Feita em 20 de outubro de 2014,0,5,Linda praia!,"Praia ótima para banho. O mar forma uma pequena piscina natural que é delícia para ficar sentada curtindo a praia. Além disso é bem tranquilho, pois um pouco mais distante da cidade. Ótima para relaxar!",NA,NA,NA,NA,NA,NA,NA,NA,35,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JamestonFrota,"-5.0937396,-42.74107815",15,Feita em 20 de outubro de 2014,0,5,Praia mais intimista,"Praia pra quem procura sossego, tem uma boa pousada e fica um pouco mais afastada da badalação das outras praias.",NA,NA,NA,NA,NA,NA,NA,NA,20,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Khristian1111,"-23.6824124,-46.5952992",18,Feita em 8 de outubro de 2014,0,5,Uma praia que parece piscina!,"Deliciosa agua, limpa transparente...um ar calmo faz deste lugar um spa natural...para ficar e voltar sempre....",NA,NA,NA,NA,NA,NA,NA,NA,16,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379Anatur,"-2.93048835,-41.7306631",94,Feita em 21 de setembro de 2014,0,5,Praia linda,"Muito bonita, com um pôr do sol belissimo.Tranquila,limpa ,boa para quem quer descansar,sem muito agito.",NA,NA,NA,NA,NA,NA,NA,NA,15,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SilviaSRecife,recife,93,Feita em 30 de agosto de 2014,0,5,Relaxante,"Uma praia praticamente virgem, com um mar maravilhoso,praia limpissima com pousadas a beira mar.Muito gostosa e tranquila",NA,NA,NA,NA,NA,NA,NA,NA,17,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adriana2701,"-15.72176215,-47.93735785",143,Feita em 28 de agosto de 2014,0,5,Linda e tranquila,"A praia é belíssima, e o mar é delicioso para banho. Calmo e raso.
Menos frequentada, permite aproveitar bem o local em paz e com conforto.
Utilizamos a estrutura da Pousada Vila Itaqui, e valeu muito a pena. Apesar de os preços das bebidas serem um pouco altos, recomendo. Pois a estrutura das barracas de praia é boa, os banheiros são limpos e amplos, e o barzinho é bem legal e higiênico. Segurança que vale a pena.
Não deixe de conhecer este paraíso natural.",NA,NA,NA,NA,NA,NA,NA,NA,84,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leonardobcoelho,"-5.0937396,-42.74107815",108,Feita em 20 de agosto de 2014,0,5,Local agradável,"Praia movimentada por conta da Vila Itaqui, pousada lá estabelecida. Possui uma área muito boa para o banho de crianças na maré baixa por conta da formação de pequenas lagoas.",NA,NA,NA,NA,NA,NA,NA,NA,30,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leonan Dartagnan,"-5.0937396,-42.74107815",146,Feita em 14 de agosto de 2014,1,5,Paradisíaca,"Praia bem frequentada e bem localizada, limpa e bem cuidada. Vale a pena conhecer, é uma ótima opção para relaxar e curtir um domingo com a família. Recomendo!",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Francisco de A ... B,NA,6,Feita em 31 de julho de 2014,1,5,muito linda muito mesmo,é como todas as prais do nordeste linda demais e com um diferencial a gastronomia que é de primeira mesmo vale a penas conhecer,NA,NA,NA,NA,NA,NA,NA,NA,24,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fábio E,"-5.0937396,-42.74107815",24,Feita em 25 de maio de 2014,2,5,Calma e gostosa,"Um das melhores do litoral do Piauí. Águas calmas, quase uma enseada. Excelente para o banho e o relaxamento. Sem muvuca é ótima para relaxar, banhar a dois e contemplar o por do sol.",NA,NA,NA,NA,NA,NA,NA,NA,34,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MauroEstrela_,"-5.0937396,-42.74107815",75,Feita em 13 de maio de 2014,0,5,PARAÍSO,"O melhor banho do mar do Piauí é na praia do Itaqui, é simplismente uma delicia e sem pedras/corais.",NA,NA,NA,NA,NA,NA,NA,NA,19,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NBMJ,"-5.0937396,-42.74107815",41,Feita em 27 de fevereiro de 2014,2,5,Tranquilidade,"Praia tranquila, com uma piscina natural sem ondas alimentada pela maré alta, indo até o farol do Itaqui. Há pouca estrutura no local (barracas, ambulantes, etc...), o que prejudica um pouco o conforto ao mesmo tempo em que aumenta a tranquilidade",NA,NA,NA,NA,NA,NA,NA,NA,41,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EdgardV275,"-2.93048835,-41.7306631",76,Feita em 18 de novembro de 2013,0,5,Excelente.,"Praia com um público mais diferenciado, onde fica a Pousada Vila Itaqui, que é excepcional, e localizada em uma enseada com um visual maravilhoso. Nota dez.",NA,NA,NA,NA,NA,NA,NA,NA,26,Promotor
NA,Praia Itaqui - Luís Correia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marisa L,"-5.0937396,-42.74107815",109,Feita em 5 de setembro de 2013,0,5,Para quem quer sossego,"Um lugar sossegado, para quem quer privacidade e conforto. Bom atendimento, praia limpa e bem localizada.",Semar S,NA,NA,alguém saber me fala os preços  dos quartos,NA,NA,NA,NA,16,Promotor
https://www.tripadvisor.com.br/Attraction_Review-g2053365-d2414968-Reviews-Atalaia_Beach-Parnaiba_State_of_Piaui.html,Praia Atalaia - Parnaíba,Sol e Praia,4,282,NA,NA,NA,NA,NA,NA,112,91,60,15,4,Gislaine B,NA,101,Feita em 21 de outubro de 2022,0,5,Tranquilidade,"Infelizmente o Piauí é pouco explorado no quesito praias, mas é um litoral extraordinário, parece uma mini Jeri. Lugar gostoso de ficar. Com pousadas e hotéis para todos os bolsos. Inclusive em Parnaíba existe um aeroporto que recebe alguns aviões de localidades de nosso país.",NA,NA,NA,NA,NA,NA,NA,NA,45,Promotor
NA,Praia Atalaia - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prisci2la,"-22.92172375,-43.0457402",412,Feita em 4 de setembro de 2022,0,4,Bonita,"É uma praia com uma faixa de areia enorme e, pra quem é carioca como eu, é ótimo! Pena que estava de passagem, fiquei só uns 30 min.",NA,NA,NA,NA,NA,NA,NA,NA,28,Promotor
NA,Praia Atalaia - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zehpiaui,"-9.3727819,-40.51004925",276,Feita em 21 de junho de 2022,0,2,Abandono e barracas fechadas,"As poucas barracas que estavam abertas não demonstravam infraestrutura condizente com as belezas do Delta. para quem conheceu a região nos anos 80 e 90 fica uma sensação de abandono e de descaso com a atração.  Avaliar as atrações do Piauí sempre é muito triste pra mim. mas a verdade que Luís Correia e Parnaíba, portas de entrada para o turismo no Delta do Piauí parecem que estão entregues a própria sorte.",NA,NA,NA,NA,NA,NA,NA,NA,72,Detrator
NA,Praia Atalaia - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fabricia p,"-15.7759057,-47.79711685",6,Feita em 26 de fevereiro de 2021,0,2,ruim,"Praia muito abandonada e sem muita opção de restaurantes. A questão do banho é muito bom, mas não tem um local organizado para alimentação.",NA,NA,NA,NA,NA,NA,NA,NA,24,Detrator
NA,Praia Atalaia - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Monica Schiffler,"-22.91413075,-43.44598205",5,Feita em 6 de março de 2020,1,2,Ferias!,"Praia boa.A cabana do Carlito local sujo.Moscas em quantidades, gato pra tudo que é lado até em cima das mesas.Cachorro andando pra tudo que é lado.Essa praia não volto mais.",NA,NA,NA,NA,NA,NA,NA,NA,30,Detrator
NA,Praia Atalaia - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tania N,NA,1,Feita em 6 de fevereiro de 2020,0,2,Se não fosse a natureza,"A beleza natural é tudo o que temos de bom. A praia também é boa para banho, mas a estrutura da orla é péssima para o turista. Ruínas e sem lugar para comer é só um pouco da parte ruim. Sinto muito.",NA,NA,NA,NA,NA,NA,NA,NA,42,Detrator
NA,Praia Atalaia - Parnaíba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lidia M,"-23.80473775,-46.53175045",90,Feita em 12 de agosto de 2019,1,4,LITORAL DO PIAUI - RECHEADO DE BELEZAS NATURAIS,"O litoral do Piauí é um dos destinos mais baratos do Nordeste, mas nem por isso menos charmoso. São Muitas praias onde há o encontro da água do mar com os rios e isto só intensifica sua beleza. As praias contam com modesto serviço de praia, mas que é suficiente para passar o dia. Pensando em viajar e não se decidiu? Vem pra Parnaíba!",NA,NA,NA,NA,NA,NA,NA,NA,64,Promotor
